full_text,translated,klasifikasi,prediksi,sentiment
ruu tni langkah tepat memastikan tni menjaga keutuhan kedamaian indonesia masa depan,The TNI Bill is the right step to ensure that the TNI maintains the integrity of Indonesia's future peace,Positif,Positif,TextBlob analysis used
ruu tni indonesia sesemakin siap menghadapi ancaman apapun tni selalu siap menjaga keamanan tanah air,The Indonesian TNI Bill is immediately ready to face any threat of the TNI is always ready to maintain the security of the homeland,Positif,Positif,TextBlob analysis used
ruu tni indonesia memperlihatkan komitmen mendukung tni menjalankan tugas mulia menjaga tanah air,The Indonesian TNI Bill shows a commitment to support the TNI to carry out the noble task of protecting the homeland,Positif,Positif,TextBlob analysis used
ruu tni indonesia sesemakin siap menghadapi tantangan masa depan tni lebih solid lebih siap menghadapi ancaman,The Indonesian TNI Bill is immediately ready to face the future challenges of the TNI more solidly prepared to face threats,Positif,Positif,TextBlob analysis used
ruu tni indonesia sesemakin memperkuat pertahanan negara tni solid siap menghadapi tantangan masa depan,The Indonesian TNI Bill Sement will strengthen the defense of the Solid TNI State ready to face future challenges,Positif,Positif,TextBlob analysis used
di ruu tni diam katanya di sisi penguasa semua punya dosa berarti juga,in the TNI Bill he said he said on the side of the ruler all had a sinful sin too,Netral,Netral,TextBlob analysis used
ruu tni indonesia sesemakin yakin tni terus menjaga keamanan kedamaian indonesia segala ancaman,The Indonesian TNI Bill is as sure as the TNI continues,Positif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin memperkuat kapasitas pertahanan negara memastikan kedamaian keamanan negeri,"through the Indonesian TNI Bill, it will only strengthen the country's defense capacity to ensure the peace of the country's security",Netral,Positif,TextBlob analysis used
ruu tni memperkuat peran tni menjaga indonesia tetap aman stabil dunia sesemakin penuh tantangan,"The TNI Bill strengthens the role of the TNI to keep Indonesia safe stable in the world, more and more challenges",Positif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin memperkuat kapasitas tni mereka terus menjaga kedamaian keamanan negara lebih maksimal,"through the Indonesian TNI Bill, they will only strengthen the capacity of the TNI they continue to maintain the maximum peaceful peace of the country",Positif,Positif,TextBlob analysis used
ruu tni komitmen bangsa indonesia mendukung tni mereka terus menjaga kedamaian stabilitas tanah air,TNI Bill The Indonesian Nation's Commitment to Support the TNI They continue to maintain the peace of the stability of the country,Netral,Positif,TextBlob analysis used
ruu tni indonesia sesemakin yakin tni terus menjaga tanah air penuh dedikasi tanggung jawab,The Indonesian TNI Bill is as sure as the TNI continues to keep the homeland full of responsibility dedication,Positif,Positif,TextBlob analysis used
gua anak kolong darii keluarga kolong namun tegas gua nolak ruu tni polri,Cave Children under the Family under but firmly refuse the Indonesian National Police Chief,Negatif,Negatif,TextBlob analysis used
ruu tni bentuk penghargaan negara setiap pengorbanan dilakukan tni menjaga kedamaian,TNI Bill The form of state appreciation for each sacrifice is carried out by the TNI to maintain peace,Netral,Netral,TextBlob analysis used
ruu tni indonesia sesemakin yakin tni terus menjaga kedamaian negeri keamanan luar negeri,The Indonesian TNI Bill is sure to be sure that the TNI continues to maintain the peace of foreign security.,Positif,Positif,TextBlob analysis used
ruu tni cara menunjukkan penghargaan setiap pengorbanan dilakukan tni negara rakyat,TNI Bill How to Demonstrate Awards Every Sacrifice was carried out by the Indonesian people,Netral,Netral,TextBlob analysis used
melalui ruu tni memastikan tni terus berperan aktif menjaga kedamaian ketahanan nasional indonesia,through the TNI Bill ensures that the TNI continues to play an active role in maintaining the peace of Indonesia's national security,Negatif,Positif,TextBlob analysis used
ruu tni langkah positif memastikan indonesia tetap aman terlindungi tni solid profesional,TNI Bill Positive Steps to Ensure that Indonesia remains safe protected by the TNI Solid Professional,Positif,Positif,TextBlob analysis used
ruu tni sesemakin yakin indonesia selalu aman terlindungi tni memiliki kekuatan terbaik,The TNI Bill is sure that Indonesia is always safe to protect the TNI having the best strength,Positif,Positif,TextBlob analysis used
ruu tni cara memastikan tni tetap memiliki dukungan penuh menjalankan tugas mulia untuk bangsa negara,TNI Bill How to Ensure the TNI still has full support to carry out noble duties for the nation,Positif,Positif,TextBlob analysis used
maret bem unud ngundang kodam ix udayana buat debat terbuka perihal postingan reels yang berisikan narasi pembodohan publik ruu tni tp tgl maret ga dateng debat terbuka aja ga dateng gmn mau ikut campur pendidikan ptn,"March BEM UNUD invited Kodam IX Udayana for an open debate regarding the reel post containing the narrative of the public duping of the TNI Bill but the date of March did not come the open debate, it didn't come, I wanted to interfere with PTN's education",Netral,Netral,TextBlob analysis used
itu ada namanya center munir tidak tahu daerah a b c d e f bahas berbeda demo nakes demo ruu tni porli issue bagian timur pemalakan thr ai membuat sarkas pencemaran nama baik presiden,"There is a name for the Munir Center, not knowing the area A B C D E F D Different Demo Demo Demo Demo TNI RUU PORLI Issue Eastern Demonstreaming THR AI Making Sarcas for the Favorite Name of the President",Positif,Positif,TextBlob analysis used
tidak setuju prabowo dilengserkan menyetujui ruu tni ruu polri tugas konstitusionalnya tidak bukti pelanggaran hukum menggulingkannya publik memang protes keras soal perluasan kuasa militer polisi ini lebih isu politik,"Disagree Prabowo was deposed to approve the TNI Bill of the National Police Bill, his constitutional duties did not evidence of violation of the law overthrowing the public indeed protested strongly about the expansion of the police military power of power more political issues",Positif,Positif,TextBlob analysis used
aja keknya gatau isi ruu tni astaghfirullah,just not the contents of the TNI Astaghfirullah Bill,Netral,Netral,TextBlob analysis used
dia sedih ama ruu tni,He was sad to the TNI Bill,Negatif,Negatif,TextBlob analysis used
geng kuning demo tolak ruu tni aja rombongan mundur seperting,"Yellow Gang Demo Reject the TNI Bill, the group resigned",Netral,Netral,TextBlob analysis used
penolakan uu tni ruu polri dilihat jelek sama atasannya langsung siap ndan terus mukul rata kalo massa aksi demo menghambat perbaikan ekonomi mereka padahal kecil mah ga dapet untung sama sekali dari uu tersebut,"The rejection of the TNI Law on the National Police Bill was seen ugly with his superiors immediately ready and continued to beat even if the mass of the demonstration hampered their economic improvement even though it was small, it didn't get to profit at all from the Act at all",Negatif,Negatif,TextBlob analysis used
yah ga diajak padahal si puan udah jd garda terdepan ruu tni,"well, not invited even though the Puan is already the frontline of the TNI Bill",Netral,Netral,TextBlob analysis used
rk sama urus sendiri deh gausah viral viral urusan kelamin lo kelarin bedua aja ruu tni lebih urgent harusnya viral,"RK and take care of yourself, don't bother viral, viral, your sex affairs are just after two, the TNI Bill is more urgent, it should be viral",Positif,Positif,TextBlob analysis used
halo setujukah hewan hama prabowo subianto dilengserkan jabatannya presiden republik indonesia perihal ikut andil mengesahkan ruu tni ruu polri,"Hello, Prabowo Subianto's animal is infected with his position of the President of the Republic of Indonesia regarding participating",Netral,Netral,TextBlob analysis used
this is why i dont agree with ruu tni cepet negara bakal sepertik gini mana mau temennya ikutan bjir,"This is why I dont agree with the TNI Bill quickly, the country will be like this, where do you want to join in Bjir",Positif,Positif,TextBlob analysis used
mendukung ruu tni pakai sembako survei pakai sembako benar kata pak,"Supports the TNI Bill using a survey grocery using the right groceries, sir",Positif,Positif,TextBlob analysis used
stupid sih liat tuh ikut kaga tau apa ruu tni kasian rakyat kecil,"Stupid, I see, I don't know if the TNI Bill is sorry for the small people",Negatif,Negatif,TextBlob analysis used
masalah profesionalitas tni harusnya jadi fokus ruu tni gimana caranya mental militer cm diterapin lingkup kerja pas tugas aja kalau udah balik keluarga masyarakat lepas semua atribut mental tni akhirnya banyak anak tni yang jd pelampiasan orangtuanya,The problem of professionalism of the TNI should be the focus of the TNI Bill how to mentally the military cm is applied to the scope of work when the task is if already returned the family of all the mental attributes of the TNI finally many TNI children who are the outlet of their parents,Positif,Positif,TextBlob analysis used
demo tuh ruu tni ckkck,Demo tuh TNI CKKCK Bill,Netral,Netral,TextBlob analysis used
tolaj ruu tni,imonent,Netral,Netral,TextBlob analysis used
sebutkan isi ruu tni diubah,state the contents of the TNI Bill amended,Netral,Netral,TextBlob analysis used
orang bebas berpendapat kekhawatiran dwifungsi melihat sejarah valid kenyataannya double job udah jalan ada ruu tni ruu polri,People are free to think of dual functions to see the valid history of the reality.,Positif,Positif,TextBlob analysis used
sekelas najwa shihab ferry irwandi raymond chin gerald vincent masih byk mreka nolak ruu tni bruh lu ga lebih pinter dibanding mreka semua mreka lebih tau dampak negatif ruu dibanding lu,Najwa Shihab Ferry Irwandi Raymond Chin Gerald Vincent is still a bit of a pinter than a pinter than you know more about the Negative Bill compared to you,Positif,Positif,TextBlob analysis used
halah cepet dah kek pemerintah ngesahin ruu tni aja lo,"Halah quickly, the government is to understand the TNI Bill",Positif,Positif,TextBlob analysis used
lu pikir gaada polri buat provokasi duluan nyamar jadi mahasiswa gini aja dah kalo emg lu dukung benar ruu tni disahkan bukankah dpr artinya dewan perwakilan rakyat lantas rakyat mana diwakilkan ruu tni,"You don't think there is a National Police for the provocation first to be disguised as a student like this, if you have to support the TNI Bill, it is not approved.",Positif,Positif,TextBlob analysis used
orangil anjir naikin slengka slengki mempan sekarang malah bikin beginian tadi jg gue liat di jkt bagi bansos terus tanda tangan spanduk mendukung ruu tni,"An old man raising Slengka Slengki now, even now it makes this like this, I also saw it in JKT for Social Affairs and Sign the Sign the banner to support the TNI Bill",Positif,Positif,TextBlob analysis used
eksploitasi anak njir bocah kalau ditanya isi ruu tni jg jawabnya gatau,"Exploitation of children's njir children when asked about the contents of the TNI Bill, the answer is too",Netral,Netral,TextBlob analysis used
side hustle pendukung ruu tni,Side Hustle Supporting TNI Bill,Positif,Positif,TextBlob analysis used
tolak ruu tni,Reject the TNI Bill,Netral,Netral,TextBlob analysis used
ruu tni indonesia sesemakin siap menghadapi tantangan dunia terus berkembang tni sesemakin kuat profesional,The Indonesian TNI Bill is immediately ready to face the challenges of the world to continue to develop the TNI as professional as professional,Positif,Positif,TextBlob analysis used
ruu tni langkah nyata memperkuat negara memastikan tni memiliki dukungan penuh menjalankan tugas mulia,The TNI Bill is concrete steps to strengthen the state to ensure that the TNI has full support to carry out noble duties,Positif,Positif,TextBlob analysis used
