full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
masa aksi dukung ruu tni mana perduli nasib sesamanya urusan perutnya seakan menuhankan bantuan penting makanan walo kenyang sesaat tak perdulikan masa depan,Xura2505,Sun Mar 30 11:58:50 +0000 2025,"['masa', 'aksi', 'dukung', 'ruu', 'tni', 'mana', 'perduli', 'nasib', 'sesamanya', 'urusan', 'perutnya', 'seakan', 'menuhankan', 'bantuan', 'penting', 'makanan', 'walo', 'kenyang', 'sesaat', 'tak', 'perdulikan', 'masa', 'depan']",masa aksi dukung ruu tni mana duli nasib sama urus perut akan tuhan bantu penting makan walo kenyang saat tak duli masa depan,The time for the action of supporting the TNI Bill where caring about the fate of his fellow stomach affairs seemed to delete the important assistance of the food Walo was full for a moment,Positif,0.275
indonesia bakal sepertik myanmar kalo ruu tni berjalan,nastinerd,Sun Mar 30 11:58:16 +0000 2025,"['indonesia', 'bakal', 'sepertik', 'myanmar', 'kalo', 'ruu', 'tni', 'berjalan']",indonesia bakal tik myanmar kalo ruu tni jalan,Indonesia will be like Myanmar if the TNI Bill runs,Netral,0.0
video tiktok ga ngesave tp lagi ngomongin dukung ruu tni ambil contohnya negara myanmar,horcruxjn,Sun Mar 30 11:58:03 +0000 2025,"['video', 'tiktok', 'ga', 'ngesave', 'tp', 'lagi', 'ngomongin', 'dukung', 'ruu', 'tni', 'ambil', 'contohnya', 'negara', 'myanmar']",video tiktok ga ngesave tp lagi ngomongin dukung ruu tni ambil contoh negara myanmar,Video Tiktok Ga Ngesave Tp again Ngomongin Support Bill Tni Take Examples Myanmar Country,Netral,0.0
lah udah trus nunjukin foto,persephoze,Sun Mar 30 11:57:42 +0000 2025,"['lah', 'udah', 'trus', 'nunjukin', 'foto']",lah udah trus nunjukin foto,it's already showed a photo,Netral,0.0
lah terus inisisasi ruu tni siapa kalo ato naik ga bakalan ruu tni chaos kek gini,maxversatan,Sun Mar 30 11:42:47 +0000 2025,"['lah', 'terus', 'inisisasi', 'ruu', 'tni', 'siapa', 'kalo', 'ato', 'naik', 'ga', 'bakalan', 'ruu', 'tni', 'chaos', 'kek', 'gini']",lah terus inisisasi ruu tni siapa kalo ato naik ga bakal ruu tni chaos kek gin,"Lah continues to analyze the TNI Bill, who will be if or not going up, the TNI Chaos Bill will not",Netral,0.0
barusan lihat video di fyp tiktok warga direkam mendukung ruu tni kemungkinan dibayar dipaksa paksaan ormasparjoparcok mustahil secara sukarela membentangkan spanduk diarahkan ngomong direkam,yusabdul,Sun Mar 30 11:41:56 +0000 2025,"['barusan', 'lihat', 'video', 'di', 'fyp', 'tiktok', 'warga', 'direkam', 'mendukung', 'ruu', 'tni', 'kemungkinan', 'dibayar', 'dipaksa', 'paksaan', 'ormasparjoparcok', 'mustahil', 'secara', 'sukarela', 'membentangkan', 'spanduk', 'diarahkan', 'ngomong', 'direkam']",barusan lihat video di fyp tiktok warga rekam dukung ruu tni mungkin bayar paksa paksa ormasparjoparcok mustahil cara sukarela bentang spanduk arah ngomong rekam,"just saw the video on the tiktok fyp residents were recorded to support the TNI Bill, it is likely to be paid forced by the coercion of organizations that were impossible",Negatif,-0.32222222222222224
mantap deh ruu tni jaga keseimbangan peran tni sesuai fungsi seharusnya,putri_cahya999,Sun Mar 30 11:39:24 +0000 2025,"['mantap', 'deh', 'ruu', 'tni', 'jaga', 'keseimbangan', 'peran', 'tni', 'sesuai', 'fungsi', 'seharusnya']",mantap deh ruu tni jaga imbang peran tni sesuai fungsi harus,Great TNI Bill Maintain the Balance of the Role of the TNI In accordance with the function should be,Positif,0.8
let me guess ditawari bansosbingkisan syarat cuma menyatakan dukungan ruu tni,richreekz,Sun Mar 30 11:37:41 +0000 2025,"['let', 'me', 'guess', 'ditawari', 'bansosbingkisan', 'syarat', 'cuma', 'menyatakan', 'dukungan', 'ruu', 'tni']",let me guess tawar bansosbingkisan syarat cuma nyata dukung ruu tni,Let me guess was offered a social assistance requirement only expressed support for the TNI Bill,Positif,0.016666666666666666
nah buat kaum sepuh cuma nurut aja iya iya aja karna gatau apa ruu tni kasi tau plis kisi jawaban buat nolaknya karna itu bener baca gatau aku ngasi tau cuma ke orang terdekat aja bisa masyarakat luas,IsaBalu285,Sun Mar 30 11:35:30 +0000 2025,"['nah', 'buat', 'kaum', 'sepuh', 'cuma', 'nurut', 'aja', 'iya', 'iya', 'aja', 'karna', 'gatau', 'apa', 'ruu', 'tni', 'kasi', 'tau', 'plis', 'kisi', 'jawaban', 'buat', 'nolaknya', 'karna', 'itu', 'bener', 'baca', 'gatau', 'aku', 'ngasi', 'tau', 'cuma', 'ke', 'orang', 'terdekat', 'aja', 'bisa', 'masyarakat', 'luas']",nah buat kaum sepuh cuma nurut aja iya iya aja karna gatau apa ruu tni kasi tau plis kisi jawab buat nolaknya karna itu bener baca gatau aku ngasi tau cuma ke orang dekat aja bisa masyarakat luas,I just obell the same time he just carna gatau what ruu here kasi kasi kasi kasi kisi blade rejectnya carna this bener read gatau gatau I ngasau to but to people placed aja can have a broad society,Positif,0.03125
menyuarakan tolak ruu tni aja lantang ayo menolak dariws lebih lantang kak,wedangsoju,Sun Mar 30 11:33:33 +0000 2025,"['menyuarakan', 'tolak', 'ruu', 'tni', 'aja', 'lantang', 'ayo', 'menolak', 'dariws', 'lebih', 'lantang', 'kak']",suara tolak ruu tni aja lantang ayo tolak dariws lebih lantang kak,"voicing to reject the TNI Bill, let's refuse from WS, it's more loud, sis",Positif,0.3
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional,AndraRacer,Sun Mar 30 11:31:46 +0000 2025,"['dukung', 'bersama', 'ruu', 'tni', 'memperkuat', 'rasa', 'cinta', 'tanah', 'air', 'kebanggaan', 'nasional']",dukung sama ruu tni kuat rasa cinta tanah air bangga nasional,Support with the TNI Bill to strengthen the love of the national pride of the motherland,Positif,0.5
sumpah kaget makanya,shouegaze,Sun Mar 30 11:31:27 +0000 2025,"['sumpah', 'kaget', 'makanya']",sumpah kaget makanya,I swear to be shocked,Negatif,-0.7
wkwkwk artist btcest kmrin gua omongin sm sirkel gua tidak jadi jajan ggr dia suka batcest akunnya kena serangan melon good riddance,zahrapepesikan,Sun Mar 30 11:31:25 +0000 2025,"['wkwkwk', 'artist', 'btcest', 'kmrin', 'gua', 'omongin', 'sm', 'sirkel', 'gua', 'tidak', 'jadi', 'jajan', 'ggr', 'dia', 'suka', 'batcest', 'akunnya', 'kena', 'serangan', 'melon', 'good', 'riddance']",wkwkwk artist btcest kmrin gua omongin sm sirkel gua tidak jadi jajan ggr dia suka batcest akun kena serang melon good riddance,wkwkwk artist btcest kmrin I talk about my circle not a snack that he likes to batcest his account is hit by a melon good riddance attack,Positif,0.7
rakyat siapa monyet,leftoverciggs,Sun Mar 30 11:31:17 +0000 2025,"['rakyat', 'siapa', 'monyet']",rakyat siapa monyet,People who are monkeys,Netral,0.0
ihsg ruu tni ppn phk harga komoditas semua selesai,Rizall_____,Sun Mar 30 11:30:14 +0000 2025,"['ihsg', 'ruu', 'tni', 'ppn', 'phk', 'harga', 'komoditas', 'semua', 'selesai']",ihsg ruu tni ppn phk harga komoditas semua selesai,IHSG TNI Bill VAT PHK Commodity Prices All Completed,Netral,0.0
pendukung ruu tni,ARSIPAJA,Sun Mar 30 11:30:00 +0000 2025,"['pendukung', 'ruu', 'tni']",dukung ruu tni,supporters of the TNI Bill,Netral,0.0
pgn banget ak deh meet up sama baniz sm,yvenstualy,Sun Mar 30 11:28:48 +0000 2025,"['pgn', 'banget', 'ak', 'deh', 'meet', 'up', 'sama', 'baniz', 'sm']",pgn banget ak deh meet up sama baniz sm,"really, I will meet up with baniz sm",Positif,0.2
gk niat,yvenstualy,Sun Mar 30 11:27:53 +0000 2025,"['gk', 'niat']",gk niat,no intention,Netral,0.0
gua bacain ruu tni,donutifyme,Sun Mar 30 11:27:01 +0000 2025,"['gua', 'bacain', 'ruu', 'tni']",gua bacain ruu tni,I read the TNI Bill,Netral,0.0
merayakan kemenangan dibawah bayangbayang uu tni ruu polri,shafarrraj,Sun Mar 30 11:25:53 +0000 2025,"['merayakan', 'kemenangan', 'dibawah', 'bayangbayang', 'uu', 'tni', 'ruu', 'polri']",raya menang bawah bayangbayang uu tni ruu polri,celebrate the victory under the shadow of the TNI Law on the National Police Chief,Netral,0.0
aku percoyo banget lek mendukung ruu tni,Baggiioooo,Sun Mar 30 11:25:29 +0000 2025,"['aku', 'percoyo', 'banget', 'lek', 'mendukung', 'ruu', 'tni']",aku percoyo banget lek dukung ruu tni,I really wobble to support the TNI Bill,Positif,0.2
rekap lini masa mendekati lebaran ruu tni mengecam ai generative imagevideo menghina argumen oknum alumni dkv its camp ambek parjo,kukamilduluan,Sun Mar 30 11:25:05 +0000 2025,"['rekap', 'lini', 'masa', 'mendekati', 'lebaran', 'ruu', 'tni', 'mengecam', 'ai', 'generative', 'imagevideo', 'menghina', 'argumen', 'oknum', 'alumni', 'dkv', 'its', 'camp', 'ambek', 'parjo']",rekap lini masa dekat lebaran ruu tni kecam ai generative imagevideo hina argumen oknum alumni dkv its camp ambek parjo,Recap of Line Time Approaching the Eid TNI Bill condemned AI Generative Imagevideo insulting the argument of an alumni DKV ITS Camp Ambek Parjo alumni,Negatif,-0.5
hidup lu bukan cuma perut aja anjing,leftoverciggs,Sun Mar 30 11:23:21 +0000 2025,"['hidup', 'lu', 'bukan', 'cuma', 'perut', 'aja', 'anjing']",hidup lu bukan cuma perut aja anjing,Life is not just a dog's stomach,Netral,0.0
sadar ga sih lu udah miskin bodo dibuat miskin,leftoverciggs,Sun Mar 30 11:22:50 +0000 2025,"['sadar', 'ga', 'sih', 'lu', 'udah', 'miskin', 'bodo', 'dibuat', 'miskin']",sadar ga sih lu udah miskin bodo buat miskin,"You realize that you're already poor, Bodo is made poor",Negatif,-0.4
dzolim banget masyarakat bawah jadi korban bodo sampai mati ga gue maafkan orang mengesahkan ruu tni,melpheww,Sun Mar 30 11:22:31 +0000 2025,"['dzolim', 'banget', 'masyarakat', 'bawah', 'jadi', 'korban', 'bodo', 'sampai', 'mati', 'ga', 'gue', 'maafkan', 'orang', 'mengesahkan', 'ruu', 'tni']",dzolim banget masyarakat bawah jadi korban bodo sampai mati ga gue maaf orang kesah ruu tni,"Dzolim is very dzolim to become a bodo victim to death, I don't forgive people to endorse the TNI Bill",Positif,0.0625
minimalnya kalo unfollow gue sekalian remove followers ahhhh udah sukses jadinya ga kenal,leftoverciggs,Sun Mar 30 11:22:01 +0000 2025,"['minimalnya', 'kalo', 'unfollow', 'gue', 'sekalian', 'remove', 'followers', 'ahhhh', 'udah', 'sukses', 'jadinya', 'ga', 'kenal']",minimal kalo unfollow gue sekali remove followers ahhhh udah sukses jadi ga kenal,at least if unfollow I all remove followers ahhhh already successful so I don't know,Positif,0.225
mimpi didatengin tan malaka weird,shouegaze,Sun Mar 30 11:21:37 +0000 2025,"['mimpi', 'didatengin', 'tan', 'malaka', 'weird']",mimpi didatengin tan malaka weird,Dream of being accompanied by Tan Malaka Weird,Negatif,-0.5
menolak uu tni ruu polri semua kebijakan baru ngaco,pPancakE_1,Sun Mar 30 11:21:04 +0000 2025,"['menolak', 'uu', 'tni', 'ruu', 'polri', 'semua', 'kebijakan', 'baru', 'ngaco']",tolak uu tni ruu polri semua bijak baru ngaco,Reject the TNI Law on the National Police Bill all new policies are awesome,Positif,0.5681818181818181
asli min gw aslinya gatau isinya apa cmn slalu tau karenaa ruu tni tu kena bagian pendidikan jd ak speak up asbun wkekkekekekekekkeke dem sorry,ashitabesok,Sun Mar 30 11:20:46 +0000 2025,"['asli', 'min', 'gw', 'aslinya', 'gatau', 'isinya', 'apa', 'cmn', 'slalu', 'tau', 'karenaa', 'ruu', 'tni', 'tu', 'kena', 'bagian', 'pendidikan', 'jd', 'ak', 'speak', 'up', 'asbun', 'wkekkekekekekekkeke', 'dem', 'sorry']",asli min gw asli gatau isi apa cmn slalu tau karenaa ruu tni tu kena bagi didik jd ak speak up asbun wkekkekekekekekkeke dem sorry,Original Min I Originally Gatau What the Contents Cmn Always know because the TNI Bill was hit by the education part so I speak up asbun wkekkekekekekekeke dem Dem Sorry,Positif,0.08333333333333333
kalian semua maafkan voters pendukung ruu tni juara koruptor indonesia,radiefrmdhna,Sun Mar 30 11:20:24 +0000 2025,"['kalian', 'semua', 'maafkan', 'voters', 'pendukung', 'ruu', 'tni', 'juara', 'koruptor', 'indonesia']",kalian semua maaf voters dukung ruu tni juara koruptor indonesia,You all forgive the voters supporting the Indonesian TNI Bill Corruptor Champion,Positif,0.25
sbnrnya bagus ruu tni tp lah nya ribut sendiri,ashitabesok,Sun Mar 30 11:20:03 +0000 2025,"['sbnrnya', 'bagus', 'ruu', 'tni', 'tp', 'lah', 'nya', 'ribut', 'sendiri']",sbnrnya bagus ruu tni tp lah nya ribut sendiri,the SBNR is good for the TNI Bill but it is noisy,Positif,0.7
lah bener,naufalfarrelp1,Sun Mar 30 11:19:25 +0000 2025,"['lah', 'bener']",lah bener,That's right,Positif,0.2857142857142857
sosialisasi ruu tni kampus ga diketok palu malih dah ngebut dariaft ga dirilis pake buzzer online offline kasian negeri ku,debunyawannaone,Sun Mar 30 11:19:15 +0000 2025,"['sosialisasi', 'ruu', 'tni', 'kampus', 'ga', 'diketok', 'palu', 'malih', 'dah', 'ngebut', 'dariaft', 'ga', 'dirilis', 'pake', 'buzzer', 'online', 'offline', 'kasian', 'negeri', 'ku']",sosialisasi ruu tni kampus ga ketok palu malih dah ngebut dariaft ga rilis pake buzzer online offline kasi negeri ku,Socialization of the TNI Bill Campus is not knocked by Palu Malih Dah Speeding from the Waft Not Released Using Buzzer Online Offline Kasian Kuatu Country,Netral,0.0
prof mahfud md anggap revisi uu tni fair dukung bersama ruu tni,LenaLilian42023,Sun Mar 30 11:19:10 +0000 2025,"['prof', 'mahfud', 'md', 'anggap', 'revisi', 'uu', 'tni', 'fair', 'dukung', 'bersama', 'ruu', 'tni']",prof mahfud md anggap revisi uu tni fair dukung sama ruu tni,Prof. Mahfud MD Considering the revision of the TNI Fair Law to support together,Positif,0.7
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional sebagai simbol kekuatan bangsa menjaga keamanan kedaulatan negara perdamaian,LenaLilian42023,Sun Mar 30 11:18:31 +0000 2025,"['dukung', 'bersama', 'ruu', 'tni', 'memperkuat', 'rasa', 'cinta', 'tanah', 'air', 'kebanggaan', 'nasional', 'sebagai', 'simbol', 'kekuatan', 'bangsa', 'menjaga', 'keamanan', 'kedaulatan', 'negara', 'perdamaian']",dukung sama ruu tni kuat rasa cinta tanah air bangga nasional bagai simbol kuat bangsa jaga aman daulat negara damai,Supporting with the TNI Bill to strengthen the love of the homeland of national pride as a symbol of the nation's power to maintain the security of the sovereignty of the peace state,Positif,0.375
buat melek sadarkan gaduh ruu tni dibuat kepentingan elit jendarial jendarial yang membidik keuntungan dibalik,toohardtoobetru,Sun Mar 30 11:17:29 +0000 2025,"['buat', 'melek', 'sadarkan', 'gaduh', 'ruu', 'tni', 'dibuat', 'kepentingan', 'elit', 'jendarial', 'jendarial', 'yang', 'membidik', 'keuntungan', 'dibalik']",buat melek sadar gaduh ruu tni buat penting elit jendarial jendarial yang bidik untung balik,"For literacy, the TNI Bill is made to make the interests of the elite general",Positif,0.05000000000000002
kalo gweh raya udah gue fasilitasi equipment amp akomodasi demo,leftoverciggs,Sun Mar 30 11:16:52 +0000 2025,"['kalo', 'gweh', 'raya', 'udah', 'gue', 'fasilitasi', 'equipment', 'amp', 'akomodasi', 'demo']",kalo gweh raya udah gue fasilitas equipment amp akomodasi demo,If you have a Facilitation Equipment AMP DEMOCOME DEMO,Netral,0.0
mendukung ruu tni lucu cik kan udah jadi uu,Mfthq,Sun Mar 30 11:15:31 +0000 2025,"['mendukung', 'ruu', 'tni', 'lucu', 'cik', 'kan', 'udah', 'jadi', 'uu']",dukung ruu tni lucu cik kan udah jadi uu,"Supports the Funny TNI Bill, cik, it's already a law",Positif,0.25
melalui ruu tni memberikan dukungan penuh tni menjalankan tugas mereka dengan lebih baik profesional,ryanpras001,Sun Mar 30 11:13:47 +0000 2025,"['melalui', 'ruu', 'tni', 'memberikan', 'dukungan', 'penuh', 'tni', 'menjalankan', 'tugas', 'mereka', 'dengan', 'lebih', 'baik', 'profesional']",lalu ruu tni beri dukung penuh tni jalan tugas mereka dengan lebih baik profesional,through the TNI Bill provides full support for the TNI to carry out their duties better professionally,Positif,0.31666666666666665
ruu tni langkah besar memastikan tni terus memiliki kemampuan terbaik menjalankan tugas sebagai penjaga perdamaian,meovcutte,Sun Mar 30 11:13:40 +0000 2025,"['ruu', 'tni', 'langkah', 'besar', 'memastikan', 'tni', 'terus', 'memiliki', 'kemampuan', 'terbaik', 'menjalankan', 'tugas', 'sebagai', 'penjaga', 'perdamaian']",ruu tni langkah besar pasti tni terus milik mampu baik jalan tugas bagai jaga damai,The TNI Bill is a big step in ensuring that the TNI continues to have the best ability to carry out its duties as a peacekeeper,Positif,0.5
melalui ruu tni indonesia sesemakin memperkuat peran tni menjaga kedamaian baik dalam negeri maupun dunia internasional,badassschika,Sun Mar 30 11:13:33 +0000 2025,"['melalui', 'ruu', 'tni', 'indonesia', 'sesemakin', 'memperkuat', 'peran', 'tni', 'menjaga', 'kedamaian', 'baik', 'dalam', 'negeri', 'maupun', 'dunia', 'internasional']",lalu ruu tni indonesia makin kuat peran tni jaga damai baik dalam negeri maupun dunia internasional,"Through the Indonesian TNI Bill, it will only strengthen the role of the TNI to maintain peace both domestically and the international world",Netral,0.0
melalui ruu tni indonesia sesemakin yakin tni terus berperan aktif menjaga keamanan stabilitas negara,NararyaKavin,Sun Mar 30 11:13:19 +0000 2025,"['melalui', 'ruu', 'tni', 'indonesia', 'sesemakin', 'yakin', 'tni', 'terus', 'berperan', 'aktif', 'menjaga', 'keamanan', 'stabilitas', 'negara']",lalu ruu tni indonesia makin yakin tni terus peran aktif jaga aman stabilitas negara,"Through the Indonesian TNI Bill, it is sure that the TNI continues to play an active role in maintaining the security of the country's stability",Positif,0.18333333333333335
ruu tni indonesia sesemakin percaya tni tetap menjadi garda terdepan menjaga kedaulatan negara perdamaian dunia,NararyaKavin,Sun Mar 30 11:13:02 +0000 2025,"['ruu', 'tni', 'indonesia', 'sesemakin', 'percaya', 'tni', 'tetap', 'menjadi', 'garda', 'terdepan', 'menjaga', 'kedaulatan', 'negara', 'perdamaian', 'dunia']",ruu tni indonesia makin percaya tni tetap jadi garda depan jaga daulat negara damai dunia,The Indonesian TNI Bill is as much as believes that the TNI remains the frontline of maintaining the sovereignty of the world peace state,Positif,0.2
ruu tni indonesia memastikan tni selalu siap melindungi tanah air segala kekuatan profesionalisme dimilikinya,alviancent,Sun Mar 30 11:11:37 +0000 2025,"['ruu', 'tni', 'indonesia', 'memastikan', 'tni', 'selalu', 'siap', 'melindungi', 'tanah', 'air', 'segala', 'kekuatan', 'profesionalisme', 'dimilikinya']",ruu tni indonesia pasti tni selalu siap lindung tanah air segala kuat profesionalisme milik,The Indonesian TNI Bill ensures that the TNI is always ready to protect the homeland of all its professionalism forces,Positif,0.2
